Tier,ProductCode,Product Description
3,721719,"Wire, i/nas, containing by weight less than 0.2"
3,721721,"Wire, i/nas,polished or not,but not pltd or ctd"
3,721722,"Wire, i/nas, plated or coated with zinc contnng"
3,721723,"Wire,i/nas,pltd or ctd with oth base mtls nes,c"
3,721729,"Wire, iron or non-alloy steel, nes containing b"
3,721731,"Wire,i/nas,polished or not,but not pltd or ctd,"
3,721732,"Wire,i/nas,plated or coated with zinc containin"
3,721733,"Wire,i/nas,pltd or ctd with oth base mtls nes,c"
3,721739,"Wire, iron or non-alloy steel, nes containing b"
2,7218,Stainless steel in ingots etc.semi-finished pro
3,721810,"Ingots and other primary forms, stainless steel"
3,721890,"Semi-finished products, stainless steel"
2,7219,"Flat-rolled products of stainless steel,of a wi"
3,721911,"Flat rlld prod,stainless steel,hr,in coil,=>600"
3,721912,"Flat rlld prod, stainless steel, hr, in coil,=>"
3,721913,"Flat rlld prod, stainless steel, hr in coil,=>6"
3,721914,"Flat rlld prod, stainless steel, hr in coil,=>6"
3,721921,"Flat rlld prod, stainless steel, hr, nic,=>600m"
3,721922,"Flat rlld prod, stainless steel, hr, nic, >600m"
3,721923,"Flat rlld prod, stainless steel, hr, nic, >600m"
3,721924,"Flat rlld prod, stainless steel, hr, nic, >600m"
3,721931,"Flat rolled prod, stainless steel, cr, >600mm w"
3,721932,"Flat rolled prod, stainless steel, cr, >600mm w"
3,721933,"Flat rolled prod, stainless steel, cr, 600mm wi"
3,721934,"Flat rolled prod, stainless steel, cr, >600mm w"
3,721935,"Flat rolled prod, stainless steel, cr, >600mm w"
3,721990,"Flat rolled prod, stainless steel, 600mm or mor"
2,7220,"Flat-rolled products of stainless steel,of a wi"
3,722011,"Flat rolled prod, stainless steel, hr <600mm wi"
3,722012,"Flat rolled prod, stainless steel, hr <600mm wi"
3,722020,"Flat rolled prod, stainless steel, <600mm wide,"
3,722090,"Flat rolled prod, stainless steel, cr <600mm wi"
2,7221,"Bars and rods,hot-rolled,in irregulary wound co"
3,722100,"Bars & rods, stainless steel, hot rolled in irr"
2,7222,Other bars and rods of stainless steel;etc. sec
3,722210,"Bars & rods, stainless steel, nfw than hot roll"
3,722220,"Bars & rods, stainless steel, nfw than cold for"
3,722230,"Bars & rods, stainless steel, nes"
3,722240,"Angles, shapes and sections, stainless steel"
2,7223,Wire of stainless steel
3,722300,Wire of stainless steel
2,7224,Other alloy steel in ingots etc.semi-finished p
3,722410,"Ingots & other primary forms of alloy steel, o/"
3,722490,Semi-finished products of alloy steel o/t stain
2,7225,"Flat-rolled products of other alloy steel,of a"
3,722510,Flat rolled products of silicon-electrical stee
3,722520,Flat rolled products of high speed steel =>600m
3,722530,"Flat rlld prod, as, o/t stainless, in coils, nf"
3,722540,"Flat rolled prod, as, o/t stainless, nic nfw th"
3,722550,"Flat rlld prod, as, o/t stainless, nfw than col"
3,722590,"Flat rolled prod, as, o/t stainless, =>600mm wi"
2,7226,"Flat-rolled products of other alloy steel,of a"
3,722610,"Flat rolled prod, of silicon electrical steel,"
3,722620,"Flat rolled prod, of high speed steel, <600mm w"
3,722691,"Flat rlld prod, as, o/t stainless, nfw than hot"
3,722692,"Flat rolled prod, as, o/t stainless, nfw than c"
3,722699,"Flat rolled prod, as, o/t stainless, <600mm wid"
2,7227,"Bars and rods,hot-rolled,in irregulary wound co"
3,722710,"Bars & rods, of high speed steel, hr, in irregu"
3,722720,"Bars & rods, of silico-manganese steel, hr, in"
3,722790,"Bars&rods,alloy steel,o/t stainless hr,in irreg"
2,7228,Other bars and rods of alloy steel;angles etc.h
3,722810,"Bars and rods of high speed steel, nes"
3,722820,Bars and rods of silico-manganese steel nes
3,722830,"Bars&rods,alloy steel,o/t stainless nfw than ho"
3,722840,"Bars & rods, as, o/t stainless, not further wor"
3,722850,"Bars&rods, as, o/t stainless, not further wkd t"
3,722860,"Bars & rods, as, o/t stainless, nes"
3,722870,"Angles, shapes and sections, as, o/t stainless,"
3,722880,"Bars & rods, hollow drill, alloy or non-alloy s"
2,7229,Wire and other alloy steel
3,722910,Wire of high speed steel
3,722920,Wire of silico-manganese steel
3,722990,"Wire of alloy steel, o/t stainless"
1,73,Articles of iron or steel.
2,7301,Sheet piling or iron or steel modified or assem
3,730110,"Sheet piling,i or s whether or not drilled/punc"
3,730120,"Angles, shapes and sections, welded, iron or st"
2,7302,"Rail,tramway tracks,other accessories for const"
3,730210,"Rails, iron or steel"
3,730220,"Sleepers (cross-ties), iron or steel"
3,730230,"Switch blades, crossing frogs, point rods & oth"
3,730240,"Fish plates and sole plates, iron or steel"
3,730290,Rail or tramway construction material of iron o
2,7303,"Tubes,pipes and hollow profiles,of cast iron"
3,730300,"Tubes, pipes and hollow profiles of cast iron"
2,7304,"Tubes,pipes and hollow profiles,seamless,of iro"
3,730410,"Pipes, line, iron or steel, smls, of a kind use"
3,730420,"Casings,tubing&drill pipe,i/st,smls,for use in"
3,730431,"Tubes,pipe&hollow profiles,i or nas,smls,cd/cr,"
3,730439,"Tubes, pipe & hollow profiles, i or nas, smls,"
3,730441,"Tubes,pipe&hollow profiles,stain steel,smls,cd/"
3,730449,"Tubes, pipe & hollow profiles, stainless steel,"
3,730451,"Tubes,pipe&hollow profiles,as,(o/t stain) smls,"
3,730459,"Tubes,pipe&hollow profiles,as,(o/t stainless) s"
3,730490,"Tubes, pipe & hollow profiles, iron or steel, s"
2,7305,"Other tubes and pipes,having CS diameter >406.4"
3,730511,"Pipe,line,i or s,longitudinally subm arc wld,in"
3,730512,"Pipe,line,i or s,longitudinally wld w int/ext c"
3,730519,"Pipe, line, i or s, int/ext circ cross sect, wl"
3,730520,"Casings,i/s,int/ext circ c sect,wld ext dia >40"
3,730531,"Tubes & pipe, i or s, longitudinally welded, ex"
3,730539,"Tubes&pipe,i or s,welded,riveted or sim closed,"
3,730590,"Tubes & pipe, i or s, riveted or sim closed, ex"
2,7306,"Other tubes,pipes and hollow profiles,of iron o"
3,730610,"Pipe,line,i or s,welded,riveted or sim closed,n"
3,730620,"Casing/tubing,i or s,welded,riveted or sim clsd"
3,730630,"Tubes,pipe&hollow profiles,iron or nas,welded,o"
3,730640,"Tubes,pipe&hollow profiles,stainless steel,weld"
3,730650,"Tubes, pipe & hollow profiles,al/s,(o/t stain)"
3,730660,"Tubes, pipe & hollow profiles, i/s, welded, of"
3,730690,"Tubes, pipe & hollow profiles, iron or steel, w"
2,7307,"Tubes or pipe fittings,of iron or steel"
3,730711,"Fittings, pipe or tube, of non-malleable cast i"
3,730719,"Fittings, pipe or tube, cast, of iron or steel,"
3,730721,"Flanges, stainless steel"
3,730722,"Threaded elbows, bends and sleeves of stainless"
3,730723,"Fittings, butt welding, stainless steel"
3,730729,"Fittings pipe or tube of stainless steel, nes"
3,730791,"Flanges, iron or steel, nes"
3,730792,"Threaded elbows, bend and sleeves, iron or stee"
3,730793,"Fittings, but welding, iron or steel, nes"
3,730799,"Fittings, pipe or tube, iron or steel, nes"
2,7308,Sructures and parts of structures(bridges and b
3,730810,"Bridges and bridge sections, iron or steel"
3,730820,"Towers and lattice masts, iron or steel"
3,730830,"Doors, windows and their frames and thresholds"
3,730840,"Equipment for scaffolding, shuttering, propping"
3,730890,"Structures and parts of structures,i or s"
2,7309,All types of reservoirs with or without thermal
3,730900,"Reservoirs, tanks, vats & sim ctnr, cap >300L,"
2,7310,"Tanks,casks,drums,cans,boxes and any containers"
3,731010,"Tanks, casks, drums, cans, boxes&sim contr, i o"
3,731021,"Cans,iron or steel,cap<50 litres,to be closed b"
3,731029,"Cans, iron or steel, capacity <50 litres nes"
2,7311,"Containers for compressed or liquefied gas,of i"
3,731100,Containers for compressed or liquefied gas of i
2,7312,"Stranded wire,ropes etc.of iron or steel,not el"
3,731210,"Stranded wire,ropes and cables of iron or steel"
3,731290,"Plaited bands, slings and the like of iron or s"
2,7313,"Barbed,twisted,single wire of iron/steel used f"
3,731300,"Wire,barbed,twisted hoop,single flat or twisted"
2,7314,"Cloth(endless bands),frill,netting,fencing wire"
3,731411,"Woven products, stainless steel"
3,731419,"Woven products, iron or steel, other than stain"
3,731420,"Grill,netting,fencing,i or s,welded inter,cross"
3,731430,"Grill, netting, fencing, iron or steel, welded"
3,731441,"Grill, netting, fencing, iron or steel, plated"
3,731442,"Grill, netting, fencing, iron or steel, coated"
3,731449,"Grill, netting, fencing, iron or steel, nes"
3,731450,"Expanded metal, iron or steel"
2,7315,"Chain and parts thereof, of iron or steel"
3,731511,"Chain, roller, iron or steel"
3,731512,"Chain, articulated link, iron or steel, nes"
3,731519,"Chain parts, articulated link, iron or steel"
3,731520,"Chain, skid, iron or steel"
3,731581,"Chain, stud link, iron or steel"
3,731582,"Chain, welded link, iron or steel, nes"
3,731589,"Chain, iron or steel, nes"
3,731590,"Chain parts, iron or steel, nes"
2,7316,"Anchors,graphnels and parts thereof, of iron or"
3,731600,"Anchors, grapnels and parts thereof of iron or"
2,7317,Stationery pins(except in heading 83.05)of iron
3,731700,"Nails, staples & sim art, i or s,excl art of he"
2,7318,"Screws,bolts,nuts,screw hooks,rivets,similar ar"
3,731811,"Screws, coach, iron or steel"
3,731812,"Screws, wood, iron or steel, nes"
3,731813,Screw hooks and screw rings of iron or steel
3,731814,"Screws, self-tapping, iron or steel"
3,731815,"Bolts or screws nes, with or without their nuts"
3,731816,"Nuts, iron or steel, nes"
3,731819,"Threaded articles of iron or steel, nes"
3,731821,"Washers, spring or lock, iron or steel"
3,731822,"Washers, iron or steel, nes"
3,731823,"Rivets, iron or steel"
3,731824,"Cotters and cotter-pins, iron or steel"
3,731829,"Non-threaded articles of iron or steel, nes"
2,7319,"Sewing needles,for hand use needles of iron/ste"
3,731910,"Needles, sewing, darning or embroidery, iron or"
3,731920,"Pins, safety, iron or steel"
3,731930,"Pins, iron or steel, nes"
3,731990,"Articles for use in the hand, i or s, similar t"
2,7320,"Springs and leaves for springs,of iron or steel"
3,732010,"Springs, leaf and leaves therefor, iron or stee"
3,732020,"Springs, helical, iron or steel"
3,732090,"Springs, iron or steel, nes"
2,7321,"Non electric domestic appliances,stoves,parts t"
3,732111,Cooking appliances&plate warmers for gas fuel o
3,732112,Cooking appliances & plate warmers for liquid f
3,732113,Cooking appliances & plate warmers for solid fu
3,732181,"Household or camping appliances,i/s,for htg or"
3,732182,"Household or camping appliances,i/s,for htg or"
3,732183,"Household or camping appliances,i/s,for htg or"
3,732190,Appliance parts clearly identifiable as for hou
2,7322,"Non electrical heating equipments,motor-driven"
3,732211,"Radiators and parts thereof, cast iron"
3,732219,"Radiators and parts thereof, iron or steel, oth"
3,732290,"Air heaters,hot air distributors,iron or steel&"
2,7323,"Table,kitchen,other household articles,parts th"
3,732310,"Iron or steel wool,incl pot scourers,polishing"
3,732391,"Table,kitchen or oth household art&parts thereo"
3,732392,"Table, kitchen or other household art & parts,"
3,732393,"Table, kitchen or oth household art&parts there"
3,732394,"Table, kitchen or other household art & parts t"
3,732399,"Table,kitchen or oth household art&parts thereo"
2,7324,"Sanitary ware and parts thereof,of iron or stee"
3,732410,"Sinks and wash basins, stainless steel"
3,732421,"Baths, cast iron, enamelled or not"
3,732429,"Baths, iron or steel, nes"
3,732490,"Sanitary ware&parts thereof,i or s,nes,for exam"
2,7325,Other cast articles of iron or steel
3,732510,Cast articles of non-malleable cast iron nes
3,732591,"Balls, grinding and similar articles of iron or"
3,732599,"Articles of iron or steel, cast, nes"
2,7326,Other articles of iron or steel
3,732611,"Balls,grinding and similar art. of i or s,forge"
3,732619,"Articles of iron or steel, forged or stamped, b"
3,732620,"Articles of wire, iron or steel, nes"
3,732690,"Articles, iron or steel, nes"
1,74,Copper and articles thereof.
2,7401,Copper mattes;cement copper(precipated copper)
3,740110,Copper mattes
3,740120,Cement copper (precipitated copper)
2,7402,Unrefined copper;copper anodes for electrolysis
3,740200,"Copper unrefined, copper anodes for electrolyti"
2,7403,"Refined copper and copper alloys,unwrought"
3,740311,Copper cathodes and sections of cathodes unwrou
3,740312,"Wire bars, copper, unwrought"
3,740313,"Billets, copper, unwrought"
3,740319,"Refined copper products, unwrought, nes"
3,740321,"Copper-zinc base alloys, unwrought"
3,740322,"Copper-tin base alloys, unwrought"
3,740323,Copper-nickel base alloys or copper-nickel-zinc
3,740329,"Copper alloys, unwrought (other than master all"
2,7404,Copper waste and scrap
3,740400,"Waste and scrap, copper or copper alloy"
2,7405,Master alloys of copper
3,740500,Master alloys of copper
2,7406,Copper powders and flakes
3,740610,"Powders, copper, of non-lamellar structure"
3,740620,"Powders, copper, of lamellar structure and flak"
2,7407,"Copper bars,rods and profiles"
3,740710,"Bars, rods and profiles of refined copper"
3,740721,"Bars, rods and profiles of copper-zinc base all"
3,740722,"Bars,rods and profiles of copper-nickel or copp"
3,740729,"Bars, rods and profiles, copper alloy nes"
2,7408,Copper wire
3,740811,Wire of refined copper of which the max cross s
3,740819,Wire of refined copper of which the max cross s
3,740821,"Wire, copper-zinc base alloy"
3,740822,"Wire, copper-nickel base alloy or copper-nickel"
3,740829,"Wire, copper alloy, nes"
2,7409,"Copper plates,sheets and strip of a thickness e"
3,740911,"Plate, sheet & strip of refined copper, in coil"
3,740919,"Plate,sheet&strip of refined copper,not in coil"
3,740921,"Plate,sheet&strip of copper-zinc base alloys,in"
3,740929,"Plate,sheet&strip of copper-zinc base alloys,no"
3,740931,"Plate, sheet & strip of copper-tin base alloys,"
3,740939,"Plate,sheet&strip of copper-tin base alloys,not"
3,740940,"Plate,sheet&strip of copper-nickel or cop-nick-"
3,740990,"Plate, sheet & strip of copper alloy, nes"
2,7410,Copper foil(whether or not printed etc.) of a t
3,741011,"Foil of refined copper, not backed"
3,741012,"Foil, copper alloy, not backed"
3,741021,"Foil of refined copper, backed"
3,741022,"Foil, copper alloy, backed"
2,7411,Copper tubes and pipes
3,741110,"Pipes and tubes, refined copper"
3,741121,"Pipes and tubes, copper-zinc base alloy"
3,741122,"Pipes and tubes,copper-nickel base alloy or cop"
3,741129,"Pipes and tubes, copper alloy, nes"
2,7412,"Copper tube or pipe fittins(couplings,elbows,sl"
3,741210,"Fittings, pipe or tube, of refined copper"
3,741220,"Fittings, pipe or tube, copper alloy"
2,7413,"Stranded wire,cables,etc.the like of copper not"
3,741300,"Stranded wire,cable,plaited bands and like of c"
2,7414,"Cloth(endless bands),grill of copper wires.expa"
3,741410,Endless bands of copper wire for machinery
3,741490,"Cloth, grill and netting of copper wire and exp"
2,7415,Stationery articles except of heading 83.05)of
3,741510,"Nails, tacks, drawing pins,staples & sim art of"
3,741521,"Washers, copper, including spring washers"
3,741529,"Art. of copper,not threaded,nes,similar to thos"
3,741531,"Screws, copper, for wood"
3,741532,"Screws, bolts and nuts of copper excluding wood"
3,741539,"Articles of copper threaded, nes similar to bol"
2,7416,Copper springs
3,741600,"Springs, copper"
2,7417,Non-electric domestic articles of copper and pa
3,741700,"Cooking or heating apparatus, domestic, non-ele"
2,7418,"Other household articles,sanitary ware and part"
3,741810,"Table, kitchen or other household articles and"
3,741820,Sanitary ware and parts thereof of copper
2,7419,Other articles of copper
3,741910,Chain and parts thereof of copper
